"","item_id","category","price","sellable_online","other_colors","depth","height","width"
"409",39294134,"Sofas & armchairs",540,TRUE,"Yes",NA,NA,NA
"410",30441554,"Bookcases & shelving units",115,TRUE,"No",NA,64,60
"411",40423578,"Chairs",975,TRUE,"Yes",65,75,73
"412",30240348,"Trolleys",295,TRUE,"No",NA,85,50
"413",29204431,"Cabinets & cupboards",1469,TRUE,"Yes",40,170,180
"414",79135746,"Sofas & armchairs",1300,TRUE,"Yes",151,83,93
"415",89305173,"Chairs",2535,TRUE,"No",NA,NA,95
"416",59324248,"Wardrobes",2710,TRUE,"Yes",58,236,150
"417",39256599,"Chairs",2200,TRUE,"No",164,104,117
"418",20443624,"Bookcases & shelving units",225,TRUE,"No",42,NA,180
"419",39898474,"Outdoor furniture",2275,TRUE,"Yes",NA,NA,NA
"420",59254170,"Chairs",2725,TRUE,"No",NA,74,87
"421",9289327,"Chairs",2700,TRUE,"Yes",84,45,149
"422",20275814,"Bookcases & shelving units",115,TRUE,"Yes",39,77,77
"423",20323358,"Bookcases & shelving units",50,TRUE,"Yes",26,NA,76
"424",69287392,"Cabinets & cupboards",195,TRUE,"Yes",30,106,40
"425",40340804,"Tables & desks",795,TRUE,"No",NA,75,80
"426",80334924,"Trolleys",695,TRUE,"No",NA,90,40
"427",452624,"Tables & desks",375,TRUE,"Yes",NA,40,40
"428",89248922,"Cabinets & cupboards",1020,TRUE,"No",35,163,180
"429",99228551,"Children's furniture",260,TRUE,"Yes",30,145,46
"430",40178888,"Chairs",99,TRUE,"No",39,50,43
"431",70301537,"Room dividers",725,TRUE,"Yes",39,182,182
"432",59157541,"Wardrobes",924,TRUE,"No",50,NA,175
"433",99302621,"TV & media furniture",1765,TRUE,"Yes",42,190,240
"434",59259691,"Sofas & armchairs",3900,TRUE,"Yes",84,79,204
"435",39291748,"Bookcases & shelving units",186,TRUE,"No",27,NA,180
"436",49191705,"Chairs",1196,TRUE,"Yes",101,88,93
"437",10239713,"Tables & desks",795,TRUE,"No",NA,NA,47
"438",30236153,"Bookcases & shelving units",17,TRUE,"No",30,NA,17
"439",50425987,"Cabinets & cupboards",135,TRUE,"No",NA,38,60
"440",9010702,"Chairs",299,TRUE,"No",NA,72,75
"441",30434186,"Bookcases & shelving units",30,TRUE,"No",38,NA,60
"442",99157983,"Beds",595,TRUE,"Yes",NA,95,146
"443",60389192,"Cabinets & cupboards",845,TRUE,"Yes",35,123,81
"444",10247973,"Beds",895,TRUE,"No",NA,159,97
"445",30247104,"Tables & desks",420,TRUE,"No",NA,NA,90
"446",428318,"Chairs",1295,TRUE,"No",68,NA,68
"447",79277019,"Tables & desks",4265,TRUE,"No",NA,74,100
"448",90146456,"Chairs",275,TRUE,"No",45,77,41
"449",10239280,"Chests of drawers & drawer units",1095,TRUE,"Yes",50,96,160
"450",80449901,"Tables & desks",149,TRUE,"Yes",NA,45,78
"451",99902661,"Tables & desks",609,TRUE,"No",36,NA,202
"452",99262432,"Outdoor furniture",380,TRUE,"No",NA,73,71
"453",50411990,"Tables & desks",59,TRUE,"Yes",NA,53,NA
"454",50406465,"Bar furniture",129,TRUE,"No",44,95,50
"455",10311228,"Beds",125,TRUE,"No",NA,68,97
"456",90365458,"Tables & desks",100,TRUE,"No",NA,70,NA
"457",69229222,"Chairs",2765,TRUE,"No",NA,NA,NA
"458",19221450,"Tables & desks",2345,TRUE,"No",NA,NA,NA
"459",69128992,"Tables & desks",420,TRUE,"Yes",58,NA,96
"460",70397993,"Sofas & armchairs",1100,TRUE,"No",94,104,71
"461",39251931,"Chairs",1075,TRUE,"No",94,90,83
"462",69286910,"Wardrobes",2380,TRUE,"Yes",60,201,150
"463",19305572,"Sofas & armchairs",1695,TRUE,"Yes",NA,NA,NA
"464",60441562,"Cabinets & cupboards",60,TRUE,"No",NA,26,60
"465",49102304,"Children's furniture",195,TRUE,"No",21,30,NA
"466",9278569,"Beds",6110,TRUE,"Yes",98,104,235
"467",20330599,"Cabinets & cupboards",199,TRUE,"No",NA,NA,NA
"468",20400243,"Nursery furniture",89,TRUE,"No",NA,18,50
"469",59249409,"Cabinets & cupboards",650,TRUE,"No",47,142,45
"470",89220131,"Sofas & armchairs",810,TRUE,"Yes",98,80,71
"471",50466497,"Tables & desks",345,TRUE,"No",NA,35,NA
"472",323359,"Bookcases & shelving units",80,TRUE,"Yes",28,35,40
"473",50425987,"TV & media furniture",135,TRUE,"No",NA,38,60
"474",79285991,"Wardrobes",800,TRUE,"No",60,201,75
"475",70441769,"Chairs",195,TRUE,"No",53,NA,53
"476",20426276,"Chairs",795,TRUE,"No",36,45,132
"477",102452,"Beds",795,TRUE,"No",NA,157,NA
"478",49297274,"Tables & desks",1266,TRUE,"No",NA,NA,NA
"479",421915,"Wardrobes",716,TRUE,"No",44,187,79
"480",9276971,"Sofas & armchairs",1468,TRUE,"Yes",93,84,113
"481",10441786,"Chairs",195,TRUE,"No",53,NA,53
"482",69221320,"Chairs",4565,TRUE,"No",NA,NA,NA
"483",70321682,"Sofas & armchairs",125,TRUE,"Yes",NA,NA,NA
"484",9017483,"Room dividers",695,TRUE,"Yes",39,147,147
"485",89323921,"Tables & desks",450,TRUE,"No",NA,75,70
"486",60429999,"Chests of drawers & drawer units",115,TRUE,"Yes",NA,NA,160
"487",19103183,"Chairs",4295,TRUE,"No",NA,75,78
"488",30425988,"TV & media furniture",95,TRUE,"No",NA,26,60
"489",80267137,"Outdoor furniture",75,TRUE,"No",46,79,40
"490",89259840,"Chairs",3795,TRUE,"No",NA,74,85
"491",49221038,"Sideboards, buffets & console tables",620,TRUE,"Yes",35,80,140
"492",19282085,"Tables & desks",2950,TRUE,"Yes",NA,NA,80
"493",59206004,"Bookcases & shelving units",1235,TRUE,"Yes",40,74,180
"494",50328665,"Cabinets & cupboards",89,TRUE,"Yes",25,25,25
"495",20336619,"Chairs",40,TRUE,"No",NA,NA,NA
"496",79248588,"Wardrobes",2296,TRUE,"No",57,251,240
"497",50334303,"Cabinets & cupboards",25,TRUE,"No",NA,NA,NA
"498",30397669,"Sofas & armchairs",2100,TRUE,"No",94,104,211
"499",59184337,"TV & media furniture",820,TRUE,"Yes",41,95,200
"500",79288230,"Tables & desks",450,TRUE,"Yes",NA,75,NA
