"County","State","VotesTrump","VotesClinton","PercTrump","PercClinton","PercWhite","HIncome"
"Simpson","Kentucky",5077,2144,67.4,28.5,87.3,39546
"Simpson","Mississippi",7393,3871,64.8,33.9,62.8,38362
"Sioux","Iowa",14761,2289,82.1,12.7,93.3,57227
"Sioux","Nebraska",602,77,84.9,10.9,96.1,42014
"Sioux","North Dakota",256,758,21.8,64.4,12.6,36111
"Siskiyou","California",8392,5252,57.3,35.9,84.7,37709
"Skagit","Washington",13926,16369,43.2,50.7,83.4,55925
"Skamania","Washington",2789,2098,52.5,39.5,92.8,53712
"Slope","North Dakota",361,42,84.5,9.8,97.5,61667
"Smith","Kansas",1635,295,81.2,14.6,96.9,45556
"Smith","Mississippi",5877,1598,77.8,21.1,75.8,34753
"Smith","Tennessee",5485,1688,74,22.8,94.9,42383
"Smith","Texas",58631,22128,70.5,26.6,70.1,47432
"Smyth","Virginia",9747,2661,76,20.7,95.8,37239
"Snohomish","Washington",81180,122094,37.3,56.1,78.4,68381
"Snyder","Pennsylvania",11710,3991,71.7,24.4,96.9,46513
"Socorro","New Mexico",2592,3275,38.2,48.2,75.1,34036
"Solano","California",38945,73858,32.6,61.9,51,67177
"Somerset","Maine",14705,8938,57.7,35.1,97.1,38642
"Somerset","Maryland",5056,3484,57.7,39.7,53.5,38447
"Somerset","New Jersey",64640,83839,41.9,54.4,70.1,99020
"Somerset","Pennsylvania",27347,7367,76.5,20.6,96,43597
"Somervell","Texas",3206,540,82.7,13.9,85,55269
"Sonoma","California",37421,116027,22.8,70.7,76.8,63356
"Southampton","Virginia",5035,3595,56.8,40.5,60.4,46150
"Spalding","Georgia",15636,9347,60.3,36,62.7,41534
"Spartanburg","South Carolina",76101,39888,63,33,72.3,42919
"Spencer","Indiana",6572,2861,66,28.7,96.9,52991
"Spencer","Kentucky",7196,1921,75.6,20.2,96.2,65209
"Spink","South Dakota",1854,919,62.8,31.1,97.1,48911
"Spokane","Washington",81036,69867,49.8,43,89.2,49233
"Spotsylvania","Virginia",34619,24204,55.8,39,75.5,78345
"St. Bernard","Louisiana",10232,4957,64.7,31.4,74,41353
"St. Charles","Louisiana",16620,8558,63.5,32.7,69.2,58758
"St. Charles","Missouri",120899,68225,60.6,34.2,90.7,71077
"St. Clair","Alabama",31579,5550,83.2,14.6,88.2,50786
"St. Clair","Illinois",53479,60180,44.9,50.5,64.6,50578
"St. Clair","Michigan",49067,24553,62.9,31.5,93.9,48066
"St. Clair","Missouri",3501,936,75.6,20.2,96.5,31539
"St. Croix","Wisconsin",26123,17496,55.8,37.4,95.9,68426
"St. Francois","Missouri",17467,6250,70.7,25.3,93.6,37238
"St. Helena","Louisiana",2497,3353,41.9,56.2,44.9,33143
"St. James","Louisiana",5456,6418,45.1,53.1,48,55443
"St. John the Baptist","Louisiana",7569,12658,36.5,61,42.5,50635
"St. Johns","Florida",NA,NA,NA,NA,89.3,64876
"St. Joseph","Indiana",52019,52247,47.5,47.7,78.7,44582
"St. Joseph","Michigan",14886,7529,62.6,31.7,90.6,44051
"St. Landry","Louisiana",21966,17208,55,43.1,55.9,35503
"St. Lawrence","New York",18450,14659,52.5,41.7,93.9,43647
"St. Louis","Minnesota",44631,57769,40.1,51.9,93,46517
"St. Louis","Missouri",199081,280866,39.5,55.8,70.3,34582
"St. Louis","Missouri",199081,280866,39.5,55.8,70.3,58910
"St. Louis","Missouri",199081,280866,39.5,55.8,70.3,34582
"St. Louis","Missouri",199081,280866,39.5,55.8,70.3,58910
"St. Louis","Missouri",20281,101487,15.9,79.7,70.3,34582
"St. Louis","Missouri",20281,101487,15.9,79.7,70.3,58910
"St. Louis","Missouri",20281,101487,15.9,79.7,70.3,34582
"St. Louis","Missouri",20281,101487,15.9,79.7,70.3,58910
"St. Lucie","Florida",NA,NA,NA,NA,71.8,43413
"St. Martin","Louisiana",16872,8266,65.5,32.1,65.8,42186
"St. Mary","Louisiana",14353,8050,62.8,35.2,59.3,41571
"St. Mary's","Maryland",26889,15786,59.5,34.9,78.6,85672
"St. Tammany","Louisiana",90914,27716,73.1,22.3,83.6,60799
"Stafford","Kansas",1485,303,78.8,16.1,92.6,43292
"Stafford","Virginia",33840,27879,51.8,42.7,72.5,97110
"Stanislaus","California",52567,51171,48,46.7,65.6,49297
"Stanley","South Dakota",1148,329,73.3,21,90,54620
"Stanly","North Carolina",21788,7008,74,23.8,83.6,42518
"Stanton","Kansas",580,132,78.2,17.8,83.7,46382
"Stanton","Nebraska",2173,417,79.1,15.2,94.9,51493
"Stark","Illinois",1777,748,65.6,27.6,97.7,54203
"Stark","North Dakota",9718,1745,80.2,14.4,95.2,62559
"Stark","Ohio",96345,66581,56.4,39,88.7,45641
"Starke","Indiana",6367,2489,69,27,97.1,40126
"Starr","Texas",2218,9246,19,79.1,96.1,24927
"Staunton","Virginia",5129,5329,46,47.8,83.7,38501
"Ste. Genevieve","Missouri",5495,2540,65,30,97.6,48433
"Stearns","Minnesota",47618,25575,60.3,32.4,91.8,54551
"Steele","Minnesota",11198,6239,58.8,32.8,93.1,56480
"Steele","North Dakota",537,361,54.6,36.7,97.6,55735
"Stephens","Georgia",7682,1835,78.7,18.8,85.1,37898
"Stephens","Oklahoma",14166,3084,79.2,17.2,85.1,43885
"Stephens","Texas",3033,348,87.8,10.1,84.7,41728
"Stephenson","Illinois",10845,7531,55.5,38.6,86.5,43472
"Sterling","Texas",549,70,86.7,11.1,88.6,50543
"Steuben","Indiana",10127,3741,69.7,25.7,96.8,48080
"Steuben","New York",25091,11215,65.4,29.2,95.3,47476
"Stevens","Kansas",1564,215,84.4,11.6,87.1,54494
"Stevens","Minnesota",2800,2116,52.3,39.6,93.7,54206
"Stevens","Washington",8463,3477,66.9,27.5,89.4,41742
"Stewart","Georgia",805,1220,39.2,59.4,28,23451
"Stewart","Tennessee",3864,1222,73.1,23.1,94.6,39781
"Stillwater","Montana",3630,904,75.2,18.7,96.8,57906
"Stoddard","Missouri",11077,1873,83.4,14.1,97.3,37965
"Stokes","North Carolina",16976,4645,76.5,20.9,92.9,42703
"Stone","Arkansas",4081,1189,73.3,21.4,96.8,29832
"Stone","Mississippi",4810,1400,75.5,22,78.6,42963
"Stone","Missouri",13149,2886,79.5,17.5,97.2,40850
"Stonewall","Texas",555,135,79.2,19.3,87.7,42429
"Storey","Nevada",1616,752,63.2,29.4,92.1,61573
"Story","Iowa",19111,25085,39.1,51.3,88.6,50516
"Strafford","New Hampshire",28930,33836,43.3,50.7,93.8,58825
"Stutsman","North Dakota",6706,2484,67.5,25,95.6,50120
"Sublette","Wyoming",3409,644,79.3,15,93.2,77900
"Suffolk","Massachusetts",50042,241212,16.5,79.5,56,53540
"Suffolk","New York",328403,276953,52.5,44.3,80.8,87763
"Suffolk","Virginia",17206,23012,41,54.9,52.3,66085
"Sullivan","Indiana",6138,2113,71.7,24.7,93.7,43510
"Sullivan","Missouri",1884,526,75.8,21.2,88.7,36676
"Sullivan","New Hampshire",10796,10210,48.8,46.1,97,54463
"Sullivan","New York",14626,10983,55.2,41.4,82,48089
"Sullivan","Pennsylvania",2318,756,73.2,23.9,95.9,40964
"Sullivan","Tennessee",45577,11910,76.1,19.9,95.1,39479
"Sully","South Dakota",679,137,78.9,15.9,96.6,54524
"Summers","West Virginia",3444,1186,71.1,24.5,93,33784
"Summit","Colorado",5064,9502,31.5,59.2,89.7,63697
"Summit","Ohio",109531,129922,43.8,52,80.6,49669
"Summit","Utah",6588,9464,35.7,51.2,90.5,83336
"Sumner","Kansas",6844,2039,72.1,21.5,94.1,47894
"Sumner","Tennessee",50105,18153,70.5,25.5,88.9,55509
"Sumter","Alabama",1581,4739,24.7,74.2,24.2,22186
"Sumter","Florida",NA,NA,NA,NA,86.6,48493
"Sumter","Georgia",5275,5520,48.1,50.3,42.2,33796
"Sumter","South Carolina",18733,24024,42.5,54.5,48.2,41366
"Sunflower","Mississippi",2768,6560,29.4,69.7,25.4,26619
"Surry","North Carolina",23495,7438,74.2,23.5,88.1,35641
"Surry","Virginia",1785,2069,44.9,52,51.3,47292
"Susquehanna","Pennsylvania",13295,5065,69.2,26.4,98,48231
"Sussex","Delaware",62607,39329,59.2,37.2,79,52710
"Sussex","New Jersey",46486,24132,62.9,32.7,93.5,87335
"Sussex","Virginia",2055,2874,40.8,57.1,39.3,39635
"Sutter","California",10947,7599,55.8,38.7,61,50408
"Sutton","Texas",1075,313,76,22.1,88.7,53806
"Suwannee","Florida",NA,NA,NA,NA,82.5,35698
"Swain","North Carolina",3557,2186,59.5,36.5,66.6,36094
"Sweet Grass","Montana",1580,398,76,19.1,96.6,45938
"Sweetwater","Wyoming",12153,3233,72.9,19.4,88.5,71525
"Swift","Minnesota",2962,1679,59.6,33.8,96.6,48026
"Swisher","Texas",1671,462,76.3,21.1,75.1,36753
"Switzerland","Indiana",2558,930,70.3,25.6,97.8,44143
"Talbot","Georgia",1196,2001,36.9,61.7,39,32424
"Talbot","Maryland",10098,7865,53.9,42,81.4,61597
"Taliaferro","Georgia",349,545,38.9,60.8,37.3,25465
"Talladega","Alabama",20596,12108,62,36.5,65.3,35439
"Tallahatchie","Mississippi",2437,3311,41.9,56.9,38.9,29853
"Tallapoosa","Alabama",12967,5271,70.1,28.5,69.9,39130
"Tama","Iowa",4968,3194,57.5,37,86.5,51670
"Taney","Missouri",18240,4367,78,18.7,93.6,38461
"Tangipahoa","Louisiana",33933,16869,64.8,32.2,66.2,40654
"Taos","New Mexico",2706,10550,17.9,69.9,68.7,32637
"Tarrant","Texas",345683,288001,52.2,43.5,66.6,56853
"Tate","Mississippi",7385,3804,64.8,33.4,66.9,41494
"Tattnall","Georgia",5092,1678,74,24.4,62.7,37587
"Taylor","Florida",NA,NA,NA,NA,75.2,36356
"Taylor","Georgia",2062,1295,60.6,38.1,58.5,27455
"Taylor","Iowa",2108,755,70.2,25.1,96.1,43804
"Taylor","Kentucky",8320,2553,73.6,22.6,92,36384
"Taylor","Texas",33172,10047,73.3,22.2,79.4,44891
"Taylor","West Virginia",4701,1483,72.3,22.8,97.5,39536
"Taylor","Wisconsin",6589,2398,70,25.5,97.9,44869
"Tazewell","Illinois",38620,20568,61,32.5,96.2,56067
"Tazewell","Virginia",15160,2895,82,15.7,95.1,35693
"Tehama","California",10468,4737,65.2,29.5,81.5,41924
"Telfair","Georgia",2449,1313,64.5,34.6,57,26634
"Teller","Colorado",9580,3547,67.5,25,94.3,59040
"Tensas","Louisiana",1180,1329,46.4,52.3,41.9,27543
"Terrebonne","Louisiana",31900,10664,72.7,24.3,70.3,49960
"Terrell","Georgia",1872,2267,44.8,54.2,36.6,32628
"Terrell","Texas",287,140,65.7,32,84.1,39479
"Terry","Texas",1295,424,73.5,24,81.3,37679
"Teton","Idaho",2161,2157,43.5,43.4,85.6,53931
"Teton","Montana",2152,803,68.2,25.5,96.3,43327
"Teton","Wyoming",3920,7313,32.2,60.1,88.4,68078
"Texas","Missouri",8875,1728,81.2,15.8,93.6,36082
"Texas","Oklahoma",4615,855,80,14.8,75.7,49901
"Thayer","Nebraska",1993,490,76.3,18.8,97.9,44422
"Thomas","Georgia",11225,7138,59.9,38.1,59.6,34035
"Thomas","Kansas",2832,467,81.3,13.4,95.1,48187
"Thomas","Nebraska",344,30,88.9,7.8,98.1,55089
"Throckmorton","Texas",715,84,88.5,10.4,94.8,39286
"Thurston","Nebraska",1013,911,49.9,44.9,40.4,41400
"Thurston","Washington",38141,54112,38,53.9,82.4,62229
"Tift","Georgia",8680,3892,67.8,30.4,61.4,34591
"Tillamook","Oregon",6486,5701,48.9,43,91.5,43676
"Tillman","Oklahoma",1944,657,71.8,24.3,73.5,36354
"Tioga","New York",12528,6852,60.9,33.3,96.9,55726
"Tioga","Pennsylvania",12928,3642,74.6,21,97.3,44187
"Tippah","Mississippi",7182,1808,78.6,19.8,80,34636
"Tippecanoe","Indiana",30711,27207,49.6,43.9,84,44246
"Tipton","Indiana",5589,1587,74.4,21.1,97.6,52686
"Tipton","Tennessee",16893,5779,72.3,24.7,77.8,52423
"Tishomingo","Mississippi",7117,990,85.6,11.9,94.5,32592
"Titus","Texas",6405,2538,69.8,27.7,67.6,42939
"Todd","Kentucky",3612,1042,75.7,21.8,89,41541
"Todd","Minnesota",8485,2783,71,23.3,95.3,45000
"Todd","South Dakota",487,1505,22.9,70.8,9.6,31934
"Tolland","Connecticut",33983,38767,43.9,50.1,89.8,80529
"Tom Green","Texas",27376,9117,71.8,23.9,81.7,44545
"Tompkins","New York",9647,25555,25.6,67.7,82.6,51393
"Tooele","Utah",9693,4015,51.3,21.2,90.7,61412
"Toole","Montana",1495,399,73.9,19.7,92,46972
"Toombs","Georgia",6612,2338,72.6,25.7,65.1,31189
"Torrance","New Mexico",3695,1770,58.8,28.2,76.1,31161
"Towner","North Dakota",733,305,64.5,26.8,96.7,55521
"Towns","Georgia",5377,1206,79.9,17.9,97.7,36570
"Traill","North Dakota",2263,1239,58.6,32.1,96.2,48767
"Transylvania","North Carolina",10441,6520,59.9,37.4,92.4,41781
"Traverse","Minnesota",1050,631,58.6,35.2,94.2,45714
"Travis","Texas",126750,306475,27.4,66.3,69.3,58025
"Treasure","Montana",350,59,79.2,13.3,93.9,37105
"Trego","Kansas",1211,193,83,13.2,97.3,45714
"Trempealeau","Wisconsin",7370,5645,54.3,41.6,94.5,49143
"Treutlen","Georgia",1808,860,67,31.9,65.2,37894
"Trigg","Kentucky",4928,1587,73.1,23.5,89.1,45629
"Trimble","Kentucky",2771,879,73.2,23.2,96.4,49718
"Trinity","California",2409,1876,51.1,39.8,87.3,36890
"Trinity","Texas",4737,1154,79.2,19.3,84.3,34555
"Tripp","South Dakota",2069,462,78.7,17.6,83.1,39324
"Troup","Georgia",15643,9597,60.6,37.2,61.5,41161
"Trousdale","Tennessee",2099,943,66.8,30,87.1,43034
"Trumbull","Ohio",48152,42130,51.2,44.8,89,42880
"Tucker","West Virginia",2557,750,73.8,21.7,98.7,37635
"Tulare","California",33372,23663,55.8,39.6,60.1,42708
"Tulsa","Oklahoma",143985,87663,58.4,35.6,69.2,48181
"Tunica","Mississippi",840,2577,24.3,74.4,23.7,31446
"Tuolumne","California",10614,7075,56.8,37.8,87.2,48426
"Turner","Georgia",2094,1243,61.8,36.7,54.7,28326
"Turner","South Dakota",2937,961,70.8,23.2,97.5,51925
"Tuscaloosa","Alabama",47701,31746,58.4,38.9,66.3,45408
"Tuscarawas","Ohio",26105,11895,65.1,29.7,96.6,43739
"Tuscola","Michigan",17421,7493,66.6,28.6,96.1,43039
"Twiggs","Georgia",2034,1970,50.2,48.6,56.8,31234
"Twin Falls","Idaho",21063,6844,66,21.5,88.9,43886
"Tyler","Texas",6601,1243,82.8,15.6,82.4,39940
"Tyler","West Virginia",2967,505,81.9,13.9,99,39206
"Tyrrell","North Carolina",968,705,56.9,41.5,54.5,34216
"Uinta","Wyoming",6154,1202,76.4,14.9,92.4,58515
"Uintah","Utah",9375,951,76.8,7.8,86.6,62067
"Ulster","New York",32962,40010,42.7,51.9,86.7,58590
"Umatilla","Oregon",16775,7466,64.2,28.6,79.1,48389
"Unicoi","Tennessee",5666,1260,79.1,17.6,95.8,32292
"Union","Arkansas",10201,5667,62.1,34.5,63.1,37435
"Union","Florida",NA,NA,NA,NA,75,42660
"Union","Georgia",9849,1962,81.8,16.3,96.8,40009
"Union","Illinois",5780,2389,67.9,28.1,94.8,41848
"Union","Indiana",2445,715,74.4,21.8,97.5,44161
"Union","Iowa",3521,1920,61,33.3,96.9,44838
"Union","Kentucky",4701,1331,75.7,21.4,85.5,39125
"Union","Louisiana",7972,2691,73.2,24.7,69,35828
"Union","Mississippi",9161,1969,80.5,17.3,81,38373
"Union","New Jersey",62437,132590,31.1,66,61.3,68507
"Union","New Mexico",1214,318,71.5,18.7,81.7,38902
"Union","North Carolina",66265,34051,64,32.9,79,65892
"Union","Ohio",17601,7530,66.3,28.4,92.9,65086
"Union","Oregon",8378,3221,67.2,25.8,93.1,42542
"Union","Pennsylvania",10605,6138,60.9,35.3,87.7,48528
"Union","South Carolina",7058,4727,58.4,39.1,66.6,32556
"Union","South Dakota",5288,2227,67,28.2,95.5,63468
"Union","Tennessee",5024,1010,81,16.3,97.7,34399
"Upshur","Texas",13198,2378,82.9,14.9,85.1,46600
"Upshur","West Virginia",6971,1763,75.9,19.2,97.6,39381
"Upson","Georgia",7288,3471,66.7,31.8,68.8,35329
"Upton","Texas",961,284,74.2,21.9,75,51750
"Utah","Utah",84863,22934,51.5,13.9,89.4,60196
"Uvalde","Texas",4828,3863,54,43.2,78.1,34902
"Val Verde","Texas",5856,6920,43.5,51.4,85,40450
"Valencia","New Mexico",13175,10810,47.9,39.3,73.2,42506
"Valley","Idaho",2906,1913,54.3,35.8,95.8,50473
"Valley","Montana",2697,886,69.6,22.9,87,47181
"Valley","Nebraska",1770,337,81.5,15.5,97.5,40445
"Van Buren","Arkansas",5382,1547,75.6,21.7,96,32517
"Van Buren","Iowa",2524,843,71.6,23.9,98.3,43181
"Van Buren","Michigan",17890,13258,53.9,39.9,86.7,45129
"Van Buren","Tennessee",1820,539,75.3,22.3,98.1,33547
"Van Wert","Ohio",10328,2667,76,19.6,96.6,45355
"Van Zandt","Texas",18436,2792,85,12.9,90.9,43439
"Vance","North Carolina",7304,12168,37,61.6,44.2,34987
"Vanderburgh","Indiana",40422,28296,56.2,39.3,86.2,43540
"Venango","Pennsylvania",15254,5889,69,26.7,97.1,41977
"Ventura","California",97516,136848,39.2,55.1,68.7,76544
"Vermilion","Illinois",18582,9876,62.4,33.1,82.5,41400
"Vermilion","Louisiana",19807,4745,78.4,18.8,80.9,44665
"Vernon","Louisiana",13471,2665,81,16,75.7,46572
"Vernon","Missouri",6526,1706,76.1,19.9,96.5,38679
"Vernon","Wisconsin",6994,6351,49.3,44.7,97.7,45488
"Victoria","Texas",21253,8843,68.5,28.5,79.5,50364
"Vigo","Indiana",21924,15922,55.4,40.2,88.3,40692
"Vilas","Wisconsin",8169,4769,60.7,35.4,87.1,40833
"Vinton","Ohio",3799,1332,70.4,24.7,97.9,36705
"Virginia Beach","Virginia",84389,76744,49.1,44.7,67.7,65219
"Volusia","Florida",NA,NA,NA,NA,82.5,42457
"Wabash","Illinois",4039,1146,74.8,21.2,96.9,47365
"Wabash","Indiana",9819,3018,73.2,22.5,96.6,45286
"Wabasha","Minnesota",6989,3866,59.4,32.9,96.9,53057
"Wabaunsee","Kansas",2358,773,70.6,23.1,96.5,54694
"Wadena","Minnesota",4837,1684,70.2,24.4,96.7,36928
"Wagoner","Oklahoma",22967,6711,73.5,21.5,75.7,55723
"Wahkiakum","Washington",1135,729,56.7,36.4,94,41815
"Wake","North Carolina",193607,298353,37.9,58.4,66.3,66006
"Wakulla","Florida",NA,NA,NA,NA,82,52691
"Waldo","Maine",10378,10442,45.9,46.1,97.1,42221
"Walker","Alabama",24208,4486,82.8,15.3,91.2,37566
"Walker","Georgia",18938,4213,79.1,17.6,93,39963
"Walker","Texas",12878,6085,65.4,30.9,67.1,37617
"Walla Walla","Washington",6875,4960,54.8,39.5,84.5,46597
"Wallace","Kansas",711,45,91.3,5.8,93.9,47454
"Waller","Texas",10525,5744,63,34.4,58.5,50097
"Wallowa","Oregon",2825,1097,67.6,26.3,96,41994
"Walsh","North Dakota",2991,1166,65.8,25.7,93.5,48592
"Walthall","Mississippi",3374,2475,57.1,41.9,53.4,31090
"Walton","Florida",NA,NA,NA,NA,87.8,43640
"Walton","Georgia",31093,8279,76.9,20.5,80.1,52369
"Walworth","South Dakota",1896,457,76.5,18.4,82.6,41826
"Walworth","Wisconsin",28848,18706,57,37,91.9,54020
"Wapello","Iowa",8710,5591,58.1,37.3,92.1,41425
"Ward","North Dakota",18601,5792,69.2,21.6,90.3,56580
"Ward","Texas",2541,780,74.5,22.9,77.2,42568
"Ware","Georgia",8508,3436,70,28.3,66.4,34572
"Warren","Georgia",991,1313,42.5,56.3,36.9,27796
"Warren","Illinois",4267,2983,55.4,38.7,91.3,43536
"Warren","Indiana",2896,839,73.9,21.4,98.3,52317
"Warren","Iowa",14773,10371,54.9,38.5,97.1,62535
"Warren","Kentucky",28673,16966,59.2,35,83.6,44135
"Warren","Mississippi",9420,8518,51.5,46.6,50.3,41025
"Warren","Missouri",11109,3915,70.5,24.8,94.4,50830
"Warren","New Jersey",29393,16991,60.7,35.1,90.3,70912
"Warren","New York",14284,11366,51.8,41.2,96.5,55904
"Warren","North Carolina",3302,6668,32.6,65.9,38.8,34285
"Warren","Ohio",75947,33036,66.5,28.9,90.5,72487
"Warren","Pennsylvania",12032,4828,68.3,27.4,98.1,43764
"Warren","Tennessee",9535,3535,70.3,26.1,89.5,34641
"Warren","Virginia",11762,5165,66.1,29,90.9,61610
"Warrick","Indiana",19133,9086,64.6,30.7,95,62351
"Wasatch","Utah",5627,2800,50.5,25.1,90.4,65050
"Wasco","Oregon",5721,4634,50.8,41.2,86.1,43765
"Waseca","Minnesota",5967,2838,62.3,29.6,93.7,53657
"Washakie","Wyoming",2911,532,78.4,14.3,91.4,47104
"Washburn","Wisconsin",5404,3283,59.7,36.2,96.4,41924
"Washington","Alabama",6031,2366,71,27.9,65.5,42156
"Washington","Arkansas",40418,32296,50.8,40.6,79.9,41248
"Washington","Colorado",2284,289,84.3,10.7,95.3,44683
"Washington","Florida",NA,NA,NA,NA,80.4,38501
"Washington","Georgia",4138,4187,49.1,49.7,45,33652
"Washington","Idaho",3283,776,73.7,17.4,86.6,37453
"Washington","Illinois",5566,1446,75.5,19.6,97.7,52832
"Washington","Indiana",8206,2636,72.4,23.3,98.1,41986
"Washington","Iowa",6170,3938,57,36.4,95.8,54554
"Washington","Kansas",2136,378,79.8,14.1,97.1,42515
"Washington","Kentucky",4013,1420,71.3,25.2,90.8,40845
"Washington","Louisiana",12552,5690,67.4,30.6,66.7,31778
"Washington","Maine",9037,6358,54.6,38.4,92.1,37236
"Washington","Maryland",38842,19193,64,31.6,85.1,55609
"Washington","Minnesota",64429,67086,45.1,47,87.8,81540
"Washington","Mississippi",4541,9847,31.2,67.6,27,28093
"Washington","Missouri",7047,1926,75.9,20.8,95.8,34702
"Washington","Nebraska",7374,2606,69.7,24.6,97.2,65409
"Washington","New York",12770,8238,57,36.8,94.6,52361
"Washington","North Carolina",2560,3490,41.9,57.1,46,34936
"Washington","Ohio",19901,7841,68.6,27,96.5,42834
"Washington","Oklahoma",15810,5047,71.2,22.7,78.3,48687
"Washington","Oregon",75903,137818,32.7,59.4,76.6,64180
"Washington","Pennsylvania",58941,34436,60.8,35.5,94.1,53693
"Washington","Rhode Island",23886,28430,43,51.1,93.8,72138
"Washington","Tennessee",34179,13003,69.2,26.3,91.6,42075
"Washington","Texas",10944,3381,74.2,22.9,74.2,44858
"Washington","Utah",33472,8369,68.6,17.1,89.7,49279
"Washington","Vermont",7993,18592,27.9,64.9,96.1,57281
"Washington","Virginia",19309,5548,75.1,21.6,97,41897
"Washington","Wisconsin",51729,20854,67.8,27.4,95.8,66159
"Washita","Oklahoma",3851,588,83.2,12.7,88.3,46686
"Washoe","Nevada",94529,97032,45.2,46.4,76.9,53040
"Washtenaw","Michigan",50335,128025,26.9,68.4,74.5,59055
"Watauga","North Carolina",13521,13953,47,48.5,94.5,34293
"Watonwan","Minnesota",2768,1814,55.7,36.5,86.9,49698
"Waukesha","Wisconsin",145519,79199,61.6,33.5,93.3,75850
"Waupaca","Wisconsin",16013,8303,62.8,32.6,97.1,50822
"Waushara","Wisconsin",7669,3802,64.1,31.8,93.9,43070
"Wayne","Georgia",8147,2039,78.5,19.7,74.9,35830
"Wayne","Illinois",6963,1048,84.3,12.7,98,43605
"Wayne","Indiana",16028,8322,62.7,32.5,90.2,38350
"Wayne","Iowa",2069,719,70.8,24.6,98,40024
"Wayne","Kentucky",6370,1431,79.7,17.9,95.2,29497
"Wayne","Michigan",228313,517022,29.5,66.8,52.3,41184
"Wayne","Mississippi",5957,3493,62.5,36.6,59.3,29925
"Wayne","Missouri",4640,946,80.9,16.5,97.2,33159
"Wayne","Nebraska",2675,828,71.5,22.1,94.7,52147
"Wayne","New York",21935,12378,59.9,33.8,92.9,52601
"Wayne","North Carolina",27360,21520,54.9,43.2,58.8,41731
"Wayne","Ohio",31622,14670,65.1,30.2,95.7,49135
"Wayne","Pennsylvania",15269,6398,68.3,28.6,94.2,49313
"Wayne","Tennessee",5034,717,86.2,12.3,92.3,33198
"Wayne","Utah",959,271,68,19.2,94.8,41458
"Wayne","West Virginia",11077,3334,73.5,22.1,98.6,36964
"Waynesboro","Virginia",4798,3762,52.6,41.3,82.2,44847
"Weakley","Tennessee",9001,2770,74.2,22.8,88.9,35273
"Webb","Texas",12946,42297,22.8,74.4,88,39449
"Weber","Utah",30561,18819,46.8,28.8,85.2,54974
"Webster","Georgia",630,471,56.6,42.3,54,35718
"Webster","Iowa",10049,6293,58.3,36.5,92.3,41624
"Webster","Kentucky",4397,1240,75.7,21.4,91.4,41415
"Webster","Louisiana",11538,6259,63.6,34.5,64.2,35071
"Webster","Mississippi",3949,1001,78.6,19.9,78.7,33524
"Webster","Missouri",12829,3173,76.9,19,96.3,44596
"Webster","Nebraska",1320,306,78.2,18.1,96,41045
"Webster","West Virginia",2284,554,77.3,18.7,98.6,27645
"Weld","Colorado",69308,41721,57,34.3,82.9,57180
"Wells","Indiana",9999,2585,76.2,19.7,97.3,48136
"Wells","North Dakota",1793,419,76.2,17.8,98.9,44132
"West Baton Rouge","Louisiana",6926,5382,54.5,42.3,60,50926
"West Carroll","Louisiana",3970,715,83.4,15,81.8,33848
"West Feliciana","Louisiana",3390,2247,58.5,38.8,52,61616
"Westchester","New York",121643,245670,32.1,64.9,68.1,81946
"Westmoreland","Pennsylvania",116427,59506,64.1,32.7,95.3,50736
"Westmoreland","Virginia",4331,3723,52.2,44.9,65.9,49157
"Weston","Wyoming",2898,294,86.9,8.8,95.5,55461
"Wetzel","West Virginia",4461,1348,72.1,21.8,98.7,37969
"Wexford","Michigan",10000,4436,65.4,29,96.5,40965
"Wharton","Texas",10149,4238,69,28.8,72.2,40411
"Whatcom","Washington",34602,50703,37.8,55.3,85.4,51939
"Wheatland","Montana",698,179,74.4,19.1,95.8,31867
"Wheeler","Georgia",1421,646,67.6,30.7,61.3,24382
"Wheeler","Nebraska",377,62,82.1,13.5,98.3,38807
"Wheeler","Oregon",583,153,73.6,19.3,92.4,37974
"Wheeler","Texas",2087,194,90.5,8.4,82.6,51766
"White","Arkansas",21038,5157,75.3,18.5,91.4,42487
"White","Georgia",9751,1672,82.8,14.2,95.1,40670
"White","Illinois",5639,1412,77.4,19.4,98.1,42914
"White","Indiana",6813,2563,68.8,25.9,93.9,51444
"White","Tennessee",7657,1842,78.3,18.8,95.7,34474
"White Pine","Nevada",2723,707,72.2,18.7,85.5,48586
"Whiteside","Illinois",12597,11005,50,43.7,92.2,47667
"Whitfield","Georgia",21514,7925,70.9,26.1,76.6,40471
"Whitley","Indiana",11357,3379,73.1,21.8,97.6,51914
"Whitley","Kentucky",11312,2067,82.2,15,97.4,29769
"Whitman","Washington",2596,2866,44.1,48.6,84.6,36257
"Wibaux","Montana",460,55,86.1,10.3,97.6,41875
"Wichita","Kansas",765,139,81.9,14.9,88.3,53018
"Wichita","Texas",27609,8752,72.8,23.1,77.1,42971
"Wicomico","Maryland",20832,16327,53.8,42.2,68.7,51092
"Wilbarger","Texas",3166,807,77.2,19.7,78.2,41658
"Wilcox","Alabama",1737,4329,28.5,71,26.8,23642
"Wilcox","Georgia",2096,852,70.5,28.7,61.7,32928
"Wilkes","Georgia",2569,1844,57.5,41.3,53,28983
"Wilkes","North Carolina",23613,6596,76.6,21.4,90.6,33159
"Wilkin","Minnesota",2129,893,64.9,27.2,97,50507
