"County","State","VotesTrump","VotesClinton","PercTrump","PercClinton","PercWhite","HIncome"
"Erie","Ohio",19301,15692,52.5,42.7,87,46498
"Erie","Pennsylvania",57168,54820,48.8,46.8,88.2,45202
"Escambia","Alabama",10282,4698,67.6,30.9,62.1,30687
"Escambia","Florida",88370,57114,58.3,37.7,68.9,43918
"Esmeralda","Nevada",329,65,77.8,15.4,84.4,30284
"Essex","Massachusetts",135405,220027,36,58.5,81.9,67311
"Essex","New Jersey",62059,231031,20.7,77.1,42.6,55095
"Essex","New York",7275,6760,48.2,44.8,94.2,47380
"Essex","Vermont",1506,1019,55.7,37.7,97.3,35916
"Essex","Virginia",2657,2541,49.6,47.5,57.1,44885
"Estill","Kentucky",4236,1108,76.4,20,98.5,29184
"Etowah","Alabama",32132,10350,73.9,23.8,80.3,38013
"Eureka","Nevada",723,74,84.7,8.7,89.3,64632
"Evangeline","Louisiana",10357,4208,69.6,28.3,69,31832
"Evans","Georgia",2404,1130,66.7,31.4,58.8,36788
"Fairfax","Virginia",157837,354485,29.1,65.3,62.7,110292
"Fairfax","Virginia",157837,354485,29.1,65.3,62.7,97242
"Fairfax","Virginia",157837,354485,29.1,65.3,62.7,110292
"Fairfax","Virginia",157837,354485,29.1,65.3,62.7,97242
"Fairfax","Virginia",157837,354485,29.1,65.3,69.6,110292
"Fairfax","Virginia",157837,354485,29.1,65.3,69.6,97242
"Fairfax","Virginia",157837,354485,29.1,65.3,69.6,110292
"Fairfax","Virginia",157837,354485,29.1,65.3,69.6,97242
"Fairfax","Virginia",3695,7363,31.2,62.1,69.6,110292
"Fairfax","Virginia",3695,7363,31.2,62.1,69.6,97242
"Fairfax","Virginia",3695,7363,31.2,62.1,69.6,110292
"Fairfax","Virginia",3695,7363,31.2,62.1,69.6,97242
"Fairfax","Virginia",3695,7363,31.2,62.1,62.7,110292
"Fairfax","Virginia",3695,7363,31.2,62.1,62.7,97242
"Fairfax","Virginia",3695,7363,31.2,62.1,62.7,110292
"Fairfax","Virginia",3695,7363,31.2,62.1,62.7,97242
"Fairfield","Connecticut",128534,184261,39.4,56.5,74.8,82283
"Fairfield","Ohio",43163,24150,61.2,34.2,90.2,58786
"Fairfield","South Carolina",4024,6936,35.8,61.6,38.6,36120
"Fall River","South Dakota",2511,821,70.5,23,88.6,37667
"Fallon","Montana",1276,154,86.4,10.4,97.4,51164
"Falls","Texas",3438,1682,65.7,32.1,60.6,32908
"Falls Church","Virginia",1323,5810,17.3,75.8,79.9,120000
"Fannin","Georgia",9622,1920,81.8,16.3,97.1,34239
"Fannin","Texas",9536,2123,79.7,17.7,86,44355
"Faribault","Minnesota",4659,2153,63.3,29.3,96.5,44264
"Faulk","South Dakota",858,204,76.7,18.2,98.9,41453
"Faulkner","Arkansas",29170,14525,61.8,30.8,84.3,50314
"Fauquier","Virginia",22110,12960,59.6,34.9,85.3,88409
"Fayette","Alabama",6705,1358,81.8,16.6,86.5,33838
"Fayette","Georgia",35034,23255,58,38.5,71.1,79977
"Fayette","Illinois",7363,1814,77.4,19.1,93.7,44722
"Fayette","Indiana",6839,2252,71.8,23.6,96.9,37391
"Fayette","Iowa",5591,3666,57,37.4,97,45542
"Fayette","Kentucky",56890,69776,41.8,51.2,75.7,48398
"Fayette","Ohio",7763,2672,71.8,24.7,94.6,37619
"Fayette","Pennsylvania",34388,17826,64.4,33.4,93.3,39115
"Fayette","Tennessee",13046,5865,67.6,30.4,69.2,56618
"Fayette","Texas",8648,2127,78.4,19.3,83.5,48015
"Fayette","West Virginia",10263,4246,67.6,28,93.5,33771
"Fentress","Tennessee",6032,1100,82.5,15,98.1,29192
"Fergus","Montana",4235,1196,73.1,20.6,96.6,38344
"Ferry","Washington",1927,960,61.7,30.7,76.3,37571
"Fillmore","Minnesota",6271,3872,57.1,35.3,98.2,50657
"Fillmore","Nebraska",2100,610,72.9,21.2,96.8,48464
"Finney","Kansas",6155,3006,63.3,30.9,77,47945
"Fisher","Texas",1265,403,73.5,23.4,86.7,42125
"Flagler","Florida",33804,21985,58.9,38.3,82.3,47233
"Flathead","Montana",30079,13233,65,28.6,95.5,46581
"Fleming","Kentucky",4722,1348,75.5,21.5,97,32495
"Florence","South Carolina",29498,26630,51.1,46.1,54.9,41910
"Florence","Wisconsin",1897,666,71.6,25.1,97.4,47960
"Floyd","Georgia",24045,9127,70.2,26.6,76.9,40821
"Floyd","Indiana",21427,13939,57.6,37.4,90.4,53961
"Floyd","Iowa",4371,3177,54.7,39.8,95.8,43826
"Floyd","Kentucky",11993,4015,72.5,24.3,98.2,30476
"Floyd","Texas",1473,435,75.2,22.2,76.3,42279
"Floyd","Virginia",5289,2300,66.3,28.9,95.9,44618
"Fluvanna","Virginia",7018,5751,52,42.6,80.7,68288
"Foard","Texas",383,113,75,22.1,90.6,33750
"Fond du Lac","Wisconsin",31044,17391,60.8,34,94.1,53820
"Ford","Illinois",4474,1410,71.1,22.4,97.1,48866
"Ford","Kansas",4994,2032,67.3,27.4,75.3,51178
"Forest","Pennsylvania",1680,626,70.1,26.1,76.9,36556
"Forest","Wisconsin",2787,1583,61.8,35.1,82.7,39963
"Forrest","Mississippi",15149,11271,55.5,41.3,59.7,36726
"Forsyth","Georgia",69801,23427,71.7,24.1,85.4,86569
"Forsyth","North Carolina",74793,92488,43.4,53.6,62.3,45724
"Fort Bend","Texas",117212,134475,45,51.6,50.6,85297
"Foster","North Dakota",1237,346,72.8,20.4,98.4,50677
"Fountain","Indiana",5661,1476,75.7,19.7,97.5,45884
"Franklin","Alabama",9466,2197,79.2,18.4,83,36415
"Franklin","Arkansas",5034,1376,74.4,20.3,95,36766
"Franklin","Florida",4119,1738,68.6,29,82.6,38328
"Franklin","Georgia",7054,1243,83.2,14.7,87.3,34830
"Franklin","Idaho",3901,385,70.9,7,94.4,44962
"Franklin","Illinois",13101,4711,70.7,25.4,97.7,36273
"Franklin","Indiana",8665,1967,78.8,17.9,98.3,49516
"Franklin","Iowa",3153,1490,64.2,30.3,93.6,48355
"Franklin","Kansas",7025,2829,65.9,26.5,93.7,49543
"Franklin","Kentucky",11819,10717,49.5,44.9,84.4,46071
"Franklin","Louisiana",6514,2506,71.1,27.4,67.1,31214
"Franklin","Maine",7808,6911,48.3,42.7,97.3,41626
"Franklin","Massachusetts",10327,24369,27.2,64.2,94.2,53663
"Franklin","Mississippi",2685,1471,63.6,34.9,64.8,32372
"Franklin","Missouri",35420,12339,70.8,24.7,96.8,48857
"Franklin","Nebraska",1345,250,81.2,15.1,98.1,43011
"Franklin","New York",7636,6517,50.4,43,84.2,45667
"Franklin","North Carolina",16320,12811,54.6,42.8,66,41696
"Franklin","Ohio",192328,335961,34.7,60.6,69.2,50877
"Franklin","Pennsylvania",49554,17322,71.5,25,92,52637
"Franklin","Tennessee",11526,4372,70.4,26.7,90.8,42904
"Franklin","Texas",3583,665,82.3,15.3,86.5,45523
"Franklin","Vermont",8752,9351,45.2,48.3,95.6,56240
"Franklin","Virginia",18560,7254,69.2,27.1,88.5,45624
"Franklin","Virginia",18560,7254,69.2,27.1,88.5,31928
"Franklin","Virginia",18560,7254,69.2,27.1,88.5,45624
"Franklin","Virginia",18560,7254,69.2,27.1,88.5,31928
"Franklin","Virginia",1421,2516,35.2,62.3,39.4,45624
"Franklin","Virginia",1421,2516,35.2,62.3,39.4,31928
"Franklin","Virginia",1421,2516,35.2,62.3,39.4,45624
"Franklin","Virginia",1421,2516,35.2,62.3,39.4,31928
"Franklin","Virginia",1421,2516,35.2,62.3,88.5,45624
"Franklin","Virginia",1421,2516,35.2,62.3,88.5,31928
"Franklin","Virginia",1421,2516,35.2,62.3,88.5,45624
"Franklin","Virginia",1421,2516,35.2,62.3,88.5,31928
"Franklin","Virginia",18560,7254,69.2,27.1,39.4,45624
"Franklin","Virginia",18560,7254,69.2,27.1,39.4,31928
"Franklin","Virginia",18560,7254,69.2,27.1,39.4,45624
"Franklin","Virginia",18560,7254,69.2,27.1,39.4,31928
"Franklin","Washington",7554,4646,58.4,35.9,60.5,55177
"Frederick","Maryland",56472,51891,49.1,45.1,81.5,84570
"Frederick","Virginia",26069,11920,65,29.7,89.3,68424
"Fredericksburg","Virginia",3731,6690,33.5,60.1,64.2,47040
"Freeborn","Minnesota",8808,6041,55.3,37.9,93.2,44683
"Freestone","Texas",5995,1461,78.8,19.2,73.1,44502
"Fremont","Colorado",15066,5275,68.9,24.1,90.2,39943
"Fremont","Idaho",4091,651,71.6,11.4,89.5,44520
"Fremont","Iowa",2401,959,67.6,27,96.9,50520
"Fremont","Wyoming",11167,4200,67.5,25.4,74.3,50418
"Fresno","California",79858,82863,46.8,48.6,55.4,45563
"Frio","Texas",1232,1401,45.9,52.2,77.4,35849
"Frontier","Nebraska",1106,161,84.4,12.3,98.4,50227
"Fulton","Arkansas",3470,1067,72.7,22.4,96.8,35522
"Fulton","Georgia",110372,281875,27.1,69.2,44.5,56857
"Fulton","Illinois",8482,6118,54.3,39.2,93.4,45130
"Fulton","Indiana",6010,1960,71.8,23.4,95,40168
"Fulton","Kentucky",1549,774,65,32.5,73.4,33582
"Fulton","New York",12448,5770,64.5,29.9,95.3,44276
"Fulton","Ohio",13419,5981,64.8,28.9,94.9,52856
"Fulton","Pennsylvania",5676,904,84.2,13.4,97.3,48461
"Furnas","Nebraska",1915,304,82.7,13.1,96.9,39603
"Gadsden","Florida",6721,14994,30.4,67.9,35.9,35380
"Gage","Nebraska",6333,2930,64.3,29.7,96.9,47654
"Gaines","Texas",3907,597,84.8,13,84,52910
"Galax","Virginia",1603,680,67.8,28.8,85.8,30325
"Gallatin","Illinois",1942,656,72.2,24.4,97.9,40330
"Gallatin","Kentucky",2443,749,73.2,22.4,94.7,43793
"Gallatin","Montana",23360,23879,44.6,45.6,95.1,52833
"Gallia","Ohio",9567,2564,76,20.4,94.7,39226
"Galveston","Texas",73566,45503,59.3,36.7,72.5,61877
"Garden","Nebraska",869,153,81.7,14.4,96.6,39400
"Garfield","Colorado",11551,10068,49.5,43.2,82.2,57022
"Garfield","Montana",653,34,91.2,4.7,98.6,45096
"Garfield","Nebraska",819,121,84.6,12.5,99.2,41892
"Garfield","Oklahoma",15998,4391,73.8,20.2,83.9,44530
"Garfield","Utah",1577,352,68.7,15.3,94.1,45357
"Garfield","Washington",841,276,68.3,22.4,93.8,51548
"Garland","Arkansas",26053,12283,64,30.2,86.4,39162
"Garrard","Kentucky",5904,1453,77.5,19.1,95.3,44652
"Garrett","Maryland",10189,2252,79,17.5,97.8,45206
"Garvin","Oklahoma",8243,1852,78.3,17.6,81.5,38245
"Garza","Texas",1223,224,82.9,15.2,82.8,47540
"Gasconade","Missouri",5670,1519,76.2,20.4,97.9,41392
"Gaston","North Carolina",61467,30982,64.8,32.7,78.2,42017
"Gates","North Carolina",2851,2371,53.5,44.5,63.7,46592
"Geary","Kansas",4116,2569,57.7,36,66.2,46908
"Geauga","Ohio",29577,17165,60.7,35.2,96.9,67663
"Gem","Idaho",5980,1229,75.2,15.5,93.4,44432
"Genesee","Michigan",84174,102744,42.9,52.4,74.5,42089
"Genesee","New York",15986,6946,65.3,28.4,92.9,49922
"Geneva","Alabama",9967,1522,85.5,13.1,86.3,35625
"Gentry","Missouri",2304,605,76,19.9,98.4,39192
"George","Mississippi",8652,1013,88,10.3,89.8,43958
"Georgetown","South Carolina",17334,13234,55,42,63.2,40131
"Gibson","Indiana",11079,3720,71.6,24,95.5,49329
"Gibson","Tennessee",13779,5255,70.7,27,78.5,38343
"Gila","Arizona",12342,6295,63.3,32.3,76.8,39954
"Gilchrist","Florida",6740,1457,80.1,17.3,90.9,38406
"Giles","Tennessee",7964,2915,71.6,26.2,86.4,38495
"Giles","Virginia",5930,1949,72.4,23.8,96.7,45141
"Gillespie","Texas",10445,2286,79.6,17.4,91.3,53668
"Gilliam","Oregon",632,221,67.4,23.6,95.2,44743
"Gilmer","Georgia",10465,1955,82.3,15.4,92.3,39140
"Gilmer","West Virginia",1889,537,74.7,21.2,82.5,38442
"Gilpin","Colorado",1564,1634,43.8,45.7,94.8,63885
"Glacier","Montana",1598,3076,32,61.6,31.1,33519
"Glades","Florida",2996,1271,68.8,29.2,71,34694
"Gladwin","Michigan",8124,3794,65.1,30.4,97.7,37626
"Glascock","Georgia",1235,138,88.8,9.9,89.8,37760
"Glasscock","Texas",553,34,91.9,5.6,85.2,69107
"Glenn","California",3405,1766,62.6,32.5,71.1,43023
"Gloucester","New Jersey",66949,66355,48.4,47.9,83.6,74524
"Gloucester","Virginia",13087,5399,67,27.7,87.2,60519
"Glynn","Georgia",21482,11738,63.1,34.5,67.6,46407
"Gogebic","Michigan",4019,2925,55,40,91.7,34252
"Golden Valley","Montana",365,71,77.5,15.1,94,39313
"Golden Valley","North Dakota",793,99,84.2,10.5,97.4,36100
"Goliad","Texas",2618,973,70.5,26.2,83.7,50923
"Gonzales","Texas",4580,1567,72.7,24.9,71.5,39248
"Goochland","Virginia",8374,4884,60.1,35.1,77.5,80976
"Goodhue","Minnesota",14041,9446,55,37,94.6,56836
"Gooding","Idaho",3743,930,72.1,17.9,80.7,37050
"Gordon","Georgia",15171,3176,80.5,16.8,85.2,40926
"Goshen","Wyoming",4418,924,77.4,16.2,94.5,43257
"Gosper","Nebraska",792,165,79.2,16.5,97.1,45893
"Gove","Kansas",1127,149,84.9,11.2,98.2,44866
"Grady","Georgia",6047,3005,65.8,32.7,62.8,30571
"Grady","Oklahoma",17293,3878,77.7,17.4,85.8,49637
"Grafton","New Hampshire",19010,28508,37.9,56.9,93.6,54912
"Graham","Arizona",7899,3274,67.1,27.8,72.1,44943
"Graham","Kansas",1013,185,80.1,14.6,91.8,47500
"Graham","North Carolina",3260,761,79.6,18.6,90.3,33903
"Grainger","Tennessee",6618,1154,82.9,14.5,97,32364
"Grand","Colorado",4467,3319,52.5,39,93.5,64664
"Grand","Utah",1924,1920,43.5,43.4,89,45888
"Grand Forks","North Dakota",16325,10828,54.9,36.4,90.3,46745
"Grand Isle","Vermont",1487,2094,39.4,55.4,95.3,59509
"Grand Traverse","Michigan",27412,20964,53.3,40.7,94.7,51766
"Granite","Montana",1185,469,67.1,26.6,97.5,45236
"Grant","Arkansas",5160,1407,74.7,20.4,94.9,49004
"Grant","Indiana",17009,7029,67.4,27.8,88.2,39747
"Grant","Kansas",1755,427,75.9,18.5,81.3,53213
"Grant","Kentucky",7268,1910,76.1,20,96.7,46159
"Grant","Louisiana",7406,1181,84,13.4,81.4,39654
"Grant","Minnesota",2063,1104,59.7,32,97.4,50030
"Grant","Nebraska",367,20,93.1,5.1,98.4,44167
"Grant","New Mexico",5251,6226,41.3,49,84.9,37899
"Grant","North Dakota",1098,187,80.7,13.7,97.2,41694
"Grant","Oklahoma",1827,287,83,13,93,46625
"Grant","Oregon",3187,732,76.4,17.5,95,35051
"Grant","South Dakota",2381,970,66.8,27.2,97.1,48896
"Grant","Washington",16921,6973,66,27.2,72.8,45949
"Grant","West Virginia",4338,510,87.7,10.3,97.7,41368
"Grant","Wisconsin",12347,10047,51.3,41.8,97,46963
"Granville","North Carolina",13500,12827,50.1,47.6,60.4,49852
"Gratiot","Michigan",9878,5665,60.1,34.5,90.6,40359
"Graves","Kentucky",12671,3308,76.4,19.9,90.4,38394
"Gray","Kansas",1651,257,82.1,12.8,93.4,57808
"Gray","Texas",6495,699,88.2,9.5,81.5,43504
"Grays Harbor","Washington",9691,8533,49.8,43.9,84.9,42405
"Grayson","Kentucky",8219,1959,77.7,18.5,97.3,32399
"Grayson","Texas",35274,10276,74.9,21.8,83.9,46429
"Grayson","Virginia",5593,1407,77.1,19.4,95.3,30710
"Greeley","Kansas",523,83,81.8,13,91.7,52847
"Greeley","Nebraska",911,210,78.2,18,97.6,44950
"Green","Kentucky",4372,832,82,15.6,95.7,34406
"Green","Wisconsin",8693,9121,46.3,48.5,96.6,55584
"Green Lake","Wisconsin",6210,2700,66.7,29,96.7,46994
"Greenbrier","West Virginia",9499,3743,67.9,26.8,94.6,37895
"Greene","Alabama",838,4006,17.2,82.4,17.4,24226
"Greene","Arkansas",10698,3056,73.5,21,96.4,38413
"Greene","Georgia",5488,3194,62.1,36.2,56.6,42565
"Greene","Illinois",4139,1202,74.7,21.7,97.9,43502
"Greene","Indiana",10275,2929,74.7,21.3,98.1,43980
"Greene","Iowa",2819,1688,59.2,35.4,97.6,45865
"Greene","Mississippi",4309,956,80.9,18,72.5,36888
"Greene","Missouri",77387,42400,60.6,33.2,91.2,40337
"Greene","New York",11546,6370,61.2,33.8,90.3,49655
"Greene","North Carolina",4358,3570,54.4,44.6,50.8,40853
"Greene","Ohio",47506,28023,59.7,35.2,86.4,58080
"Greene","Pennsylvania",10394,4157,69.5,27.8,94.6,44388
"Greene","Tennessee",18538,4211,78.9,17.9,95,35545
"Greene","Virginia",5943,2923,62.5,30.8,87.6,59358
"Greenlee","Arizona",1892,1092,58.3,33.7,77.2,47992
"Greensville","Virginia",1737,2558,39.8,58.6,38.5,39697
"Greenup","Kentucky",11546,4146,71,25.5,97.3,44060
"Greenville","South Carolina",125595,73338,59.4,34.7,73.8,49022
"Greenwood","Kansas",2146,484,76.3,17.2,95.6,38346
"Greenwood","South Carolina",16881,10633,59,37.2,62.9,36540
"Greer","Oklahoma",1482,323,78.2,17,83,39900
"Gregg","Texas",28693,11623,69.4,28.1,67.3,45525
"Gregory","South Dakota",1600,391,76.5,18.7,89.6,36719
"Grenada","Mississippi",5940,4386,56.9,42,56.9,34129
"Griggs","North Dakota",847,298,67.9,23.9,98.8,45542
"Grimes","Texas",7065,2194,74.1,23,73,43994
"Grundy","Illinois",13417,8021,58.6,35,93.7,64541
"Grundy","Iowa",4516,1847,66.7,27.3,98.5,56827
"Grundy","Missouri",3462,780,78.5,17.7,96.9,37964
"Grundy","Tennessee",3626,998,76.3,21,97.7,26814
"Guadalupe","New Mexico",591,962,32.6,53,70.4,29071
"Guadalupe","Texas",36495,18308,63.8,32,79.8,61958
"Guernsey","Ohio",11164,4286,69.1,26.5,96,38841
"Guilford","North Carolina",97461,147949,38.7,58.7,57,45431
"Gulf","Florida",5320,1715,73.1,23.6,78.1,40455
"Gunnison","Colorado",3123,4882,34.9,54.6,92.4,52332
"Guthrie","Iowa",3603,1720,63.7,30.4,97.6,50609
"Gwinnett","Georgia",146463,165063,45.2,51,53.3,60445
"Haakon","South Dakota",936,77,89.7,7.4,94.7,47198
"Habersham","Georgia",13184,2483,81.7,15.4,85.7,39306
"Hale","Alabama",3172,4772,39.6,59.6,39.8,30051
"Hale","Texas",6347,2090,72.1,23.7,70.8,41191
"Halifax","North Carolina",8954,15642,36,62.9,40,32329
"Halifax","Virginia",9698,6890,57.2,40.7,60.7,34659
"Hall","Georgia",51681,16153,73.7,23,74.1,50853
"Hall","Nebraska",14139,6142,66.3,28.8,82.6,48712
"Hall","Texas",891,164,81.8,15.1,76.9,33006
"Hamblen","Tennessee",15839,4075,77,19.8,86.6,39596
"Hamilton","Florida",3439,1899,63.1,34.8,59.8,37716
"Hamilton","Illinois",3205,800,77.4,19.3,98.2,38417
"Hamilton","Indiana",87299,57214,56.8,37.2,88.5,82468
"Hamilton","Iowa",4450,2715,58.6,35.8,93.8,43589
"Hamilton","Kansas",690,114,81.5,13.5,79.3,43357
"Hamilton","Nebraska",3763,873,76.8,17.8,98.1,56065
"Hamilton","New York",1795,752,66.8,28,97.3,51522
"Hamilton","Ohio",169972,207587,43,52.6,68.8,48593
"Hamilton","Tennessee",78661,55260,55.8,39.2,73.9,46702
"Hamilton","Texas",3056,479,84.7,13.3,92.9,40655
"Hamlin","South Dakota",2051,555,74.3,20.1,96.7,55563
"Hampden","Massachusetts",78230,110313,39.1,55.1,76.5,49094
"Hampshire","Massachusetts",22089,54572,26.8,66.3,88.7,61227
"Hampshire","West Virginia",6646,1576,77.7,18.4,97.2,27766
"Hampton","South Carolina",3483,5163,39.6,58.7,42.7,34233
"Hampton","Virginia",17802,41030,29,66.7,42.7,50705
"Hancock","Georgia",841,2695,23.5,75.4,24.4,25000
"Hancock","Illinois",5713,1744,73.1,22.3,98,43925
"Hancock","Indiana",25050,8901,69.5,24.7,95.2,62981
"Hancock","Iowa",3972,1582,68.3,27.2,96.6,50105
"Hancock","Kentucky",2788,1244,64.9,29,97.3,51189
"Hancock","Maine",13659,16100,42.7,50.4,96.9,47460
"Hancock","Mississippi",13720,3320,78.3,19,88.4,44522
"Hancock","Ohio",23777,9419,67.5,26.7,93.4,49589
"Hancock","Tennessee",1842,322,82.6,14.4,98,23892
"Hancock","West Virginia",8870,3247,70.2,25.7,95.7,38522
"Hand","South Dakota",1391,334,76.5,18.4,98.4,47679
"Hanover","Virginia",39592,19360,63.5,31.1,86.7,75070
"Hansford","Texas",1730,171,88.9,8.8,81.8,49150
"Hanson","South Dakota",1497,424,74.6,21.1,98.6,55815
"Haralson","Georgia",9579,1474,84.6,13,92.8,39993
"Hardee","Florida",5238,2147,69.1,28.3,72.2,37125
"Hardeman","Tennessee",4912,4174,53.1,45.2,56.4,30973
"Hardeman","Texas",1207,249,79.9,16.5,85.5,36377
"Hardin","Illinois",1650,419,77.4,19.6,97.3,37071
"Hardin","Iowa",5231,2774,62.1,32.9,95.8,49342
"Hardin","Kentucky",26970,13944,62.5,32.3,80.5,48687
"Hardin","Ohio",8541,2870,71.1,23.9,96.7,40415
"Hardin","Tennessee",8012,1622,80.5,16.3,93.7,33622
"Hardin","Texas",19600,2779,86.1,12.2,90.6,53013
"Harding","New Mexico",311,156,59,29.6,86.9,34063
"Harding","South Dakota",694,38,90.2,4.9,95.9,44353
"Hardy","West Virginia",4544,1249,75.5,20.7,93.8,32723
"Harford","Maryland",74261,43803,59.8,35.3,81.2,80622
"Harlan","Kentucky",9129,1372,84.9,12.8,96.1,25906
"Harlan","Nebraska",1302,219,82.3,13.8,98.4,45920
"Harmon","Oklahoma",714,224,73.2,23,73.2,26688
"Harnett","North Carolina",27278,16452,60.7,36.6,68.3,44625
"Harney","Oregon",2904,682,75.4,17.7,91.9,38113
"Harper","Kansas",1950,388,77.6,15.4,94.6,38313
"Harper","Oklahoma",1307,131,88,8.8,87.4,46117
"Harris","Georgia",11931,4082,72.8,24.9,79.3,69223
"Harris","Texas",544960,706471,41.8,54.2,56.6,53137
"Harrison","Indiana",12993,4776,70.1,25.8,97.4,50510
"Harrison","Iowa",4892,2123,66.3,28.8,98.2,54583
"Harrison","Kentucky",5435,2031,69.9,26.1,95.7,36048
"Harrison","Mississippi",39710,20679,64,33.3,69.7,43124
"Harrison","Missouri",2965,574,80.5,15.6,97.6,37739
"Harrison","Ohio",5021,1663,72.2,23.9,95.9,39002
"Harrison","Texas",18712,7130,71,27,68.6,45675
"Harrison","West Virginia",18687,7675,67.1,27.5,96,43183
"Harrisonburg","Virginia",6232,10100,35.2,57.1,78.4,38048
"Hart","Georgia",7285,2583,72.3,25.6,77.4,35615
"Hart","Kentucky",5320,1730,73.2,23.8,92.9,33408
"Hartford","Connecticut",146004,229719,37.2,58.5,72.4,64967
"Hartley","Texas",1727,172,88.8,8.8,87,65750
"Harvey","Kansas",8503,5006,58.5,34.4,91.4,50287
"Haskell","Kansas",1011,228,77.8,17.5,85.5,52415
"Haskell","Oklahoma",3697,882,78.1,18.6,74.9,35334
"Haskell","Texas",1403,314,79.5,17.8,82.7,36857
"Hawaii","Hawaii",17209,40484,27.1,63.6,33.7,51250
"Hawkins","Tennessee",16611,3502,80.3,16.9,96.5,37357
"Hayes","Nebraska",471,30,92.4,5.9,97.1,49125
"Hays","Texas",33730,33117,47.2,46.3,80.7,58651
"Haywood","North Carolina",18844,10414,62.5,34.5,95.5,41557
"Haywood","Tennessee",3010,3704,44.1,54.3,45.9,34542
"Heard","Georgia",3370,743,80.1,17.7,86.9,39909
"Hemphill","Texas",1460,181,86.5,10.7,86.9,56379
"Hempstead","Arkansas",4391,2371,62.5,33.7,59.4,32056
"Henderson","Illinois",2153,1151,61.9,33.1,98.2,49389
"Henderson","Kentucky",12159,6707,61.7,34,89.1,41940
"Henderson","North Carolina",35535,19664,62.6,34.6,88.9,44815
"Henderson","Tennessee",8118,1796,79.8,17.7,89.2,38280
"Henderson","Texas",23574,5649,79,18.9,85.8,40900
"Hendricks","Indiana",48326,22595,64.2,30,90.1,68297
"Hendry","Florida",6192,4610,55.8,41.5,59.9,35425
"Hennepin","Minnesota",191767,429274,28.5,63.8,74.4,64403
"Henrico","Virginia",59674,93615,36.8,57.8,59.2,61048
"Henry","Alabama",5623,2286,70.1,28.5,68.6,41650
"Henry","Georgia",45641,49902,46.6,50.9,55,60781
"Henry","Illinois",13962,8835,57.6,36.5,94.8,52940
"Henry","Indiana",13895,5124,69.2,25.5,95.7,40679
"Henry","Iowa",5764,2897,62.1,31.2,92.1,46376
"Henry","Kentucky",4944,1828,69.2,25.6,93.7,46016
"Henry","Missouri",7072,2356,71.8,23.9,96.4,39839
"Henry","Ohio",9136,3690,66.8,27,95.2,49439
"Henry","Tennessee",9483,3061,73.6,23.8,89.2,36950
"Henry","Virginia",15207,8199,63.3,34.1,72.9,34984
"Herkimer","New York",15664,7289,64.6,30,96.6,45047
"Hernando","Florida",59029,31818,62.9,33.9,89.5,41024
"Hertford","North Carolina",3081,6886,30.5,68.2,35.6,33406
"Hettinger","North Dakota",1032,168,81.8,13.3,96.2,47743
"Hickman","Kentucky",1657,449,76.8,20.8,88.4,34029
"Hickman","Tennessee",5685,1823,73.2,23.5,92.8,39581
"Hickory","Missouri",3539,1016,75,21.5,97,29325
"Hidalgo","New Mexico",906,780,48.6,41.9,85.3,34080
"Hidalgo","Texas",48608,118739,28.1,68.6,88,34146
"Highland","Ohio",13005,3436,76.3,20.2,96.5,39091
"Highland","Virginia",958,371,68.9,26.7,98.6,49625
"Highlands","Florida",29509,14901,64.7,32.7,81,35560
"Hill","Montana",3446,2350,54.1,36.9,73.9,43726
"Hill","Texas",10075,2535,78.1,19.6,83.5,40769
"Hillsborough","Florida",265928,306422,44.7,51.5,71.3,49596
"Hillsborough","New Hampshire",99788,99086,47.5,47.2,90.4,69829
"Hillsdale","Michigan",14094,4799,70.9,24.1,97,41759
"Hinds","Mississippi",24813,65727,26.9,71.2,28.4,37626
"Hinsdale","Colorado",339,197,57.6,33.4,95.1,56667
"Hitchcock","Nebraska",1216,158,84.4,11,97.6,39702
"Hocking","Ohio",8282,3713,66.2,29.7,97.5,42089
"Hockley","Texas",5793,1257,79.6,17.3,78.5,50565
"Hodgeman","Kansas",845,124,84,12.3,94.3,52375
"Hoke","North Carolina",7676,9608,43,53.8,45.3,45489
"Holmes","Florida",7476,852,87.9,10,90.5,35511
"Holmes","Mississippi",1151,5820,16.3,82.6,15.6,22325
"Holmes","Ohio",8578,1766,79.3,16.3,98.7,45477
"Holt","Missouri",1926,346,82,14.7,97.7,42979
"Holt","Nebraska",4275,522,85.9,10.5,97.1,44427
"Honolulu","Hawaii",84142,163621,31.7,61.6,20.8,72764
"Hood","Texas",21367,4001,81.8,15.3,92.6,55754
"Hood River","Oregon",3223,6359,31,61.2,83.1,56725
"Hooker","Nebraska",355,40,85.7,9.7,98.9,39327
"Hopewell","Virginia",3885,4722,43.3,52.7,55.4,37933
"Hopkins","Kentucky",15277,4310,75.1,21.2,90.1,40891
"Hopkins","Texas",10704,2508,79.4,18.6,81.5,43657
"Horry","South Carolina",83819,36731,67.3,29.5,79.9,42431
"Hot Spring","Arkansas",8153,3137,68.5,26.3,85.6,41193
"Hot Springs","Wyoming",1939,400,76.5,15.8,95.8,42019
"Houghton","Michigan",8475,6018,54.2,38.5,94.5,35430
"Houston","Alabama",30567,10547,72.7,25.1,70,40948
"Houston","Georgia",35351,22460,59.4,37.7,63.3,54893
"Houston","Minnesota",5616,4145,53.4,39.4,97.6,52545
